timestamp,indoor_temp,outdoor_temp,indoor_hum,outdoor_hum,wind_speed,window_open,fan_speed,CO2,CO,HCHO,TVOC
2025-10-02 01:07:55,23.3,23.4,61.44,66.68,0.2,0.0,0.0,498.0,0.0,0.2,87.81951
2025-10-02 01:07:56,23.28,23.4,61.46,66.69,0.2,0.0,0.0,518.0,0.0,0.2,80.07195
2025-10-02 01:07:57,23.28,23.38,61.44,66.71,0.2,0.0,0.0,534.0,0.0,0.2,78.79533
2025-10-02 01:07:58,23.26,23.37,61.44,66.73,0.2,0.0,0.0,521.0,0.0,0.2,86.51796
2025-10-02 01:07:59,23.28,23.36,61.44,66.69,0.2,0.0,0.0,522.0,0.0,0.0,89.12511
2025-10-02 01:08:01,23.28,23.37,61.4,66.68,0.2,0.0,0.0,542.0,0.0,0.0,80.07195
2025-10-02 01:08:02,23.28,23.37,61.43,66.64,0.2,0.0,0.0,533.0,0.0,0.0,82.63789
2025-10-02 01:08:03,23.28,23.36,61.39,66.65,0.2,0.0,0.0,540.0,0.0,0.0,83.92711
2025-10-02 01:08:04,23.27,23.37,61.38,66.67,0.2,0.0,0.0,539.0,0.0,0.0,82.63789
2025-10-02 01:08:05,23.26,23.37,61.39,66.67,0.2,0.0,0.0,554.0,0.0,0.0,76.25494
2025-10-02 01:08:06,23.27,23.37,61.39,66.71,0.2,0.0,0.0,547.0,0.0,0.0,68.73918
2025-10-02 01:08:07,23.27,23.34,61.42,66.7,0.2,0.0,0.0,555.0,0.0,0.0,78.79533
2025-10-02 01:08:08,23.3,23.37,61.41,66.75,0.2,0.0,0.0,559.0,0.0,0.0,71.22653
2025-10-02 01:08:09,23.31,23.36,61.43,66.77,0.2,0.0,0.0,548.0,0.0,0.0,85.22049
2025-10-02 01:08:10,23.27,23.37,61.46,66.76,0.2,0.0,0.0,543.0,0.0,0.0,68.73918
2025-10-02 01:08:11,23.28,23.34,61.4,66.75,0.1,0.0,0.0,561.0,0.0,0.0,73.7319
2025-10-02 01:08:12,23.28,23.36,61.43,66.77,0.1,0.0,0.0,575.0,0.0,0.0,82.63789
2025-10-02 01:08:13,23.27,23.36,61.43,66.74,0.2,0.0,0.0,560.0,0.0,0.0,69.98059
2025-10-02 01:08:14,23.26,23.36,61.44,66.76,0.2,0.0,0.0,559.0,0.0,0.0,71.22653
2025-10-02 01:08:15,23.26,23.34,61.44,66.73,0.2,0.0,0.0,576.0,2.0,0.0,74.99121
2025-10-02 01:08:16,23.27,23.33,61.42,66.72,0.2,0.0,0.0,582.0,4.0,0.0,80.07195
2025-10-02 01:08:17,23.26,23.33,61.43,66.75,0.2,0.0,0.0,599.0,4.0,0.0,90.43469
2025-10-02 01:08:18,23.24,23.37,61.46,66.81,0.2,0.0,0.0,587.0,3.0,0.0,77.52297
2025-10-02 01:08:19,23.23,23.33,61.47,66.81,0.2,0.0,0.0,594.0,3.0,0.0,69.98059
2025-10-02 01:08:21,23.28,23.37,61.47,66.77,0.2,0.0,0.0,605.0,3.0,0.0,82.63789
2025-10-02 01:08:22,23.27,23.38,61.47,66.78,0.2,0.0,0.0,589.0,3.0,0.0,73.7319
2025-10-02 01:08:23,23.27,23.34,61.5,66.8,0.2,0.0,0.0,605.0,3.0,0.0,80.07195
2025-10-02 01:08:24,23.27,23.34,61.47,66.78,0.2,0.0,0.0,622.0,3.0,0.0,74.99121
2025-10-02 01:08:25,23.27,23.34,61.44,66.8,0.2,0.0,0.0,642.0,3.0,0.0,80.07195
2025-10-02 01:08:26,23.31,23.33,61.42,66.85,0.2,0.0,0.0,642.0,3.0,0.4,74.99121
2025-10-02 01:08:27,23.28,23.36,61.4,66.9,0.2,0.0,0.0,635.0,3.0,0.4,82.63789
2025-10-02 01:08:28,23.3,23.33,61.37,66.87,0.2,0.0,0.0,635.0,3.0,0.4,80.07195
2025-10-02 01:08:29,23.27,23.36,61.37,66.88,0.2,0.0,0.0,628.0,3.0,0.4,71.22653
2025-10-02 01:08:30,23.31,23.33,61.38,66.9,0.2,0.0,0.0,612.0,3.0,0.4,69.98059
2025-10-02 01:08:31,23.3,23.34,61.35,66.92,0.2,0.0,0.0,631.0,3.0,0.4,80.07195
2025-10-02 01:08:32,23.33,23.36,61.35,66.92,0.2,0.0,0.0,612.0,3.0,0.4,73.7319
2025-10-02 01:08:33,23.31,23.33,61.3,66.96,0.2,0.0,0.0,602.0,3.0,0.2,76.25494
2025-10-02 01:08:34,23.31,23.36,61.31,66.97,0.2,0.0,0.0,588.0,3.0,0.2,89.12511
2025-10-02 01:08:35,23.33,23.33,61.28,66.95,0.2,0.0,0.0,601.0,3.0,0.4,82.63789
2025-10-02 01:08:36,23.33,23.36,61.31,66.94,0.2,0.0,0.0,583.0,3.0,0.4,82.63789
2025-10-02 01:08:37,23.36,23.37,61.27,66.94,0.2,0.0,0.0,573.0,3.0,0.4,81.35282
2025-10-02 01:08:38,23.36,23.36,61.28,66.94,0.2,0.0,0.0,589.0,3.0,0.4,76.25494
2025-10-02 01:08:39,23.33,23.36,61.25,66.93,0.2,0.0,0.0,576.0,3.0,0.4,83.92711
2025-10-02 01:08:41,23.37,23.37,61.2,66.89,0.2,0.0,0.0,571.0,3.0,0.4,78.79533
2025-10-02 01:08:42,23.34,23.36,61.22,66.91,0.2,0.0,0.0,590.0,3.0,0.4,74.99121
2025-10-02 01:08:43,23.37,23.37,61.16,66.84,0.2,0.0,0.0,587.0,3.0,0.4,82.63789
2025-10-02 01:08:44,23.38,23.36,61.16,66.88,0.2,0.0,0.0,591.0,3.0,0.4,68.73918
2025-10-02 01:08:45,23.37,23.37,61.12,66.9,0.2,0.0,0.0,571.0,3.0,0.4,76.25494
2025-10-02 01:08:46,23.37,23.37,61.15,66.86,0.2,0.0,0.0,579.0,3.0,0.4,74.99121
2025-10-02 01:08:47,23.36,23.36,61.18,66.88,0.2,0.0,0.0,571.0,3.0,0.4,81.35282
2025-10-02 01:08:48,23.38,23.37,61.16,66.89,0.2,0.0,0.0,565.0,3.0,0.4,82.63789
2025-10-02 01:08:49,23.4,23.37,61.17,66.87,0.2,0.0,0.0,567.0,3.0,0.4,83.92711
2025-10-02 01:08:50,23.38,23.37,61.14,66.9,0.2,0.0,0.0,586.0,3.0,0.4,76.25494
2025-10-02 01:08:51,23.38,23.37,61.11,66.89,0.2,0.0,0.0,577.0,3.0,0.4,86.51796
2025-10-02 01:08:52,23.38,23.38,61.08,66.88,0.2,0.0,0.0,569.0,3.0,0.4,82.63789
2025-10-02 01:08:53,23.38,23.38,61.05,66.86,0.1,0.0,0.0,566.0,3.0,0.4,85.22049
2025-10-02 01:08:54,23.4,23.37,61.04,66.83,0.1,0.0,0.0,575.0,3.0,0.4,82.63789
2025-10-02 01:08:55,23.4,23.37,61.01,66.83,0.2,0.0,0.0,558.0,3.0,0.4,83.92711
2025-10-02 01:08:56,23.37,23.37,61.04,66.81,0.2,0.0,0.0,576.0,3.0,0.4,73.7319
2025-10-02 01:08:57,23.4,23.38,61.01,66.8,0.2,0.0,0.0,582.0,3.0,0.4,80.07195
2025-10-02 01:08:58,23.41,23.37,60.95,66.78,0.2,0.0,0.0,586.0,3.0,0.4,81.35282
2025-10-02 01:09:00,23.38,23.4,60.98,66.81,0.2,0.0,0.0,584.0,3.0,0.4,69.98059
2025-10-02 01:09:01,23.41,23.38,60.95,66.77,0.2,0.0,0.0,572.0,3.0,0.4,74.99121
2025-10-02 01:09:02,23.38,23.38,60.94,66.77,0.2,0.0,0.0,586.0,3.0,0.4,66.27013
2025-10-02 01:09:03,23.37,23.38,60.94,66.81,0.2,0.0,0.0,581.0,3.0,0.4,81.35282
2025-10-02 01:09:04,23.4,23.37,60.91,66.79,0.2,0.0,0.0,593.0,3.0,0.4,71.22653
2025-10-02 01:09:05,23.4,23.4,60.97,66.82,0.2,0.0,0.0,603.0,3.0,0.4,66.27013
2025-10-02 01:09:06,23.38,23.37,61.01,66.78,0.2,0.0,0.0,594.0,3.0,0.4,80.07195
2025-10-02 01:09:07,23.37,23.37,60.98,66.79,0.2,0.0,0.0,585.0,3.0,0.4,82.63789
2025-10-02 01:09:08,23.37,23.38,60.97,66.76,0.2,0.0,0.0,586.0,3.0,0.4,90.43469
2025-10-02 01:09:09,23.36,23.36,60.99,66.78,0.2,0.0,0.0,594.0,3.0,0.4,82.63789
2025-10-02 01:09:10,23.37,23.37,61.02,66.77,0.2,0.0,0.0,585.0,3.0,0.4,82.63789
2025-10-02 01:09:11,23.37,23.36,61.04,66.76,0.2,0.0,0.0,568.0,3.0,0.4,63.81977
2025-10-02 01:09:12,23.37,23.37,61.08,66.81,0.2,0.0,0.0,556.0,3.0,0.4,71.22653
2025-10-02 01:09:13,23.36,23.36,61.02,66.82,0.2,0.0,0.0,563.0,3.0,0.4,83.92711
2025-10-02 01:09:14,23.38,23.36,61.06,66.78,0.2,0.0,0.0,551.0,3.0,0.4,63.81977
2025-10-02 01:09:15,23.37,23.36,61.0,66.8,0.2,0.0,0.0,540.0,3.0,0.4,77.52297
2025-10-02 01:09:16,23.37,23.37,61.01,66.79,0.2,0.0,0.0,559.0,3.0,0.4,71.22653
2025-10-02 01:09:17,23.37,23.33,61.01,66.76,0.2,0.0,0.0,558.0,3.0,0.4,78.79533
2025-10-02 01:09:18,23.37,23.36,61.02,66.78,0.2,0.0,0.0,549.0,3.0,0.4,82.63789
2025-10-02 01:09:20,23.36,23.37,61.01,66.77,0.2,0.0,0.0,533.0,3.0,0.4,68.73918
2025-10-02 01:09:21,23.36,23.37,61.01,66.76,0.2,0.0,0.0,532.0,3.0,0.4,68.73918
2025-10-02 01:09:22,23.38,23.36,60.98,66.79,0.2,0.0,0.0,522.0,3.0,0.4,73.7319
2025-10-02 01:09:23,23.36,23.34,61.02,66.8,0.2,0.0,0.0,537.0,3.0,0.4,62.6017
2025-10-02 01:09:24,23.36,23.36,60.98,66.8,0.2,0.0,0.0,540.0,3.0,0.4,62.6017
2025-10-02 01:09:25,23.38,23.37,60.97,66.76,0.2,0.0,0.0,527.0,3.0,0.4,80.07195
2025-10-02 01:09:26,23.36,23.36,60.93,66.79,0.2,0.0,0.0,510.0,3.0,0.4,69.98059
2025-10-02 01:09:27,23.37,23.34,60.96,66.78,0.2,0.0,0.0,523.0,3.0,0.4,63.81977
2025-10-02 01:09:28,23.36,23.34,60.95,66.8,0.2,0.0,0.0,514.0,3.0,0.4,80.07195
2025-10-02 01:09:29,23.38,23.36,60.98,66.81,0.2,0.0,0.0,516.0,3.0,0.4,80.07195
2025-10-02 01:09:30,23.37,23.36,60.94,66.78,0.2,0.0,0.0,531.0,3.0,0.4,78.79533
2025-10-02 01:09:31,23.37,23.36,60.94,66.76,0.2,0.0,0.0,543.0,3.0,0.4,73.7319
2025-10-02 01:09:32,23.37,23.34,60.96,66.75,0.2,0.0,0.0,537.0,3.0,0.4,69.98059
2025-10-02 01:09:33,23.38,23.33,60.92,66.77,0.2,0.0,0.0,548.0,3.0,0.4,82.63789
2025-10-02 01:09:34,23.34,23.34,60.89,66.76,0.2,0.0,0.0,566.0,3.0,0.4,71.22653
2025-10-02 01:09:35,23.34,23.33,60.94,66.72,0.1,0.0,0.0,556.0,3.0,0.4,102.3973
2025-10-02 01:09:36,23.34,23.36,60.94,66.75,0.1,0.0,0.0,554.0,3.0,0.4,117.4295
2025-10-02 01:09:37,23.37,23.36,60.95,66.78,0.2,0.0,0.0,555.0,3.0,0.4,83.92711
2025-10-02 01:09:38,23.36,23.36,60.93,66.75,0.2,0.0,0.0,552.0,3.0,0.4,102.3973
2025-10-02 01:09:40,23.36,23.36,60.94,66.77,0.2,0.0,0.0,552.0,3.0,0.4,103.7455
2025-10-02 01:09:41,23.36,23.34,60.98,66.8,0.2,0.0,0.0,569.0,3.0,0.4,91.74829
2025-10-02 01:09:42,23.36,23.36,61.0,66.81,0.2,0.0,0.0,585.0,3.0,0.4,86.51796
2025-10-02 01:09:43,23.36,23.34,61.01,66.79,0.2,0.0,0.0,599.0,3.0,0.4,103.7455
2025-10-02 01:09:44,23.37,23.33,61.0,66.81,0.2,0.0,0.0,617.0,3.0,0.4,105.0976
2025-10-02 01:09:45,23.36,23.34,61.04,66.79,0.2,0.0,0.0,626.0,3.0,0.4,82.63789
2025-10-02 01:09:46,23.36,23.34,61.08,66.8,0.2,0.0,0.0,629.0,3.0,0.4,95.71272
2025-10-02 01:09:47,23.36,23.33,61.05,66.81,0.2,0.0,0.0,630.0,3.0,0.4,86.51796
2025-10-02 01:09:48,23.36,23.34,61.1,66.8,0.2,0.0,0.0,637.0,3.0,0.4,107.8126
2025-10-02 01:09:49,23.37,23.34,61.12,66.81,0.2,0.0,0.0,652.0,3.0,0.4,89.12511
2025-10-02 01:09:50,23.33,23.33,61.08,66.79,0.2,0.0,0.0,641.0,3.0,0.4,85.22049
2025-10-02 01:09:51,23.34,23.34,61.09,66.79,0.2,0.0,0.0,637.0,3.0,0.4,97.04199
2025-10-02 01:09:52,23.36,23.34,61.01,66.75,0.2,0.0,0.0,623.0,3.0,0.4,102.3973
2025-10-02 01:09:53,23.33,23.33,61.01,66.77,0.2,0.0,0.0,639.0,3.0,0.4,90.43469
2025-10-02 01:09:54,23.36,23.34,60.99,66.74,0.2,0.0,0.0,644.0,3.0,0.4,102.3973
2025-10-02 01:09:55,23.37,23.33,60.98,66.76,0.2,0.0,0.0,660.0,3.0,0.4,90.43469
2025-10-02 01:09:56,23.33,23.33,60.97,66.75,0.2,0.0,0.0,650.0,3.0,0.4,106.4532
2025-10-02 01:09:57,23.34,23.31,60.94,66.74,0.2,0.0,0.0,639.0,3.0,0.4,89.12511
2025-10-02 01:09:58,23.34,23.33,60.93,66.74,0.2,0.0,0.0,624.0,3.0,0.4,82.63789
2025-10-02 01:10:00,23.33,23.33,60.96,66.75,0.2,0.0,0.0,621.0,3.0,0.4,87.81951
2025-10-02 01:10:01,23.34,23.31,60.96,66.77,0.2,0.0,0.0,638.0,3.0,0.4,91.74829
2025-10-02 01:10:02,23.36,23.34,60.93,66.82,0.2,0.0,0.0,653.0,3.0,0.4,83.92711
2025-10-02 01:10:03,23.33,23.31,60.94,66.8,0.3,0.0,0.0,669.0,3.0,0.4,94.38734
2025-10-02 01:10:04,23.34,23.33,60.94,66.85,0.3,0.0,0.0,672.0,3.0,0.4,89.12511
2025-10-02 01:10:05,23.36,23.34,60.93,66.84,0.3,0.0,0.0,668.0,3.0,0.4,89.12511
2025-10-02 01:10:06,23.34,23.33,60.94,66.84,0.3,0.0,0.0,676.0,3.0,0.4,83.92711
2025-10-02 01:10:07,23.33,23.34,60.94,66.84,0.3,0.0,0.0,686.0,3.0,0.4,85.22049
2025-10-02 01:10:08,23.34,23.34,60.98,66.84,0.3,0.0,0.0,702.0,3.0,0.4,87.81951
2025-10-02 01:10:09,23.31,23.34,60.98,66.83,0.3,0.0,0.0,685.0,3.0,0.4,87.81951
2025-10-02 01:10:10,23.3,23.31,61.05,66.84,0.3,0.0,0.0,683.0,2.0,0.4,95.71272
2025-10-02 01:10:11,23.34,23.34,61.03,66.89,0.3,0.0,0.0,667.0,2.0,0.4,91.74829
2025-10-02 01:10:12,23.31,23.33,61.01,66.87,0.3,0.0,0.0,667.0,2.0,0.4,103.7455
2025-10-02 01:10:13,23.31,23.33,61.0,66.85,0.3,0.0,0.0,680.0,2.0,0.4,102.3973
2025-10-02 01:10:14,23.31,23.31,61.0,66.85,0.2,0.0,0.0,690.0,2.0,0.4,85.22049
2025-10-02 01:10:15,23.31,23.36,61.0,66.85,0.3,0.0,0.0,670.0,2.0,0.4,82.63789
2025-10-02 01:10:16,23.33,23.34,60.97,66.86,0.3,0.0,0.0,653.0,2.0,0.4,85.22049
2025-10-02 01:10:17,23.3,23.36,60.99,66.83,0.3,0.0,0.0,668.0,2.0,0.4,89.12511
2025-10-02 01:10:18,23.31,23.34,60.98,66.85,0.3,0.0,0.0,662.0,2.0,0.4,97.04199
2025-10-02 01:10:20,23.33,23.36,60.95,66.83,0.3,0.0,0.0,682.0,2.0,0.2,102.3973
2025-10-02 01:10:21,23.31,23.36,60.96,66.85,0.3,0.0,0.0,679.0,2.0,0.2,103.7455
2025-10-02 01:10:22,23.31,23.38,60.98,66.83,0.3,0.0,0.0,674.0,2.0,0.2,101.0528
2025-10-02 01:10:23,23.31,23.38,60.98,66.82,0.3,0.0,0.0,657.0,2.0,0.2,99.71204
2025-10-02 01:10:24,23.33,23.38,60.98,66.83,0.3,0.0,0.0,654.0,2.0,0.2,101.0528
2025-10-02 01:10:25,23.33,23.36,61.02,66.78,0.3,0.0,0.0,654.0,2.0,0.2,95.71272
2025-10-02 01:10:26,23.3,23.37,61.05,66.78,0.3,0.0,0.0,674.0,2.0,0.2,90.43469
2025-10-02 01:10:27,23.28,23.38,61.04,66.75,0.3,0.0,0.0,681.0,2.0,0.2,99.71204
2025-10-02 01:10:28,23.31,23.38,61.04,66.72,0.3,0.0,0.0,678.0,2.0,0.2,95.71272
2025-10-02 01:10:29,23.3,23.38,61.04,66.69,0.3,0.0,0.0,659.0,2.0,0.2,90.43469
2025-10-02 01:10:30,23.27,23.38,61.09,66.7,0.3,0.0,0.0,670.0,2.0,0.2,99.71204
2025-10-02 01:10:31,23.28,23.37,61.06,66.63,0.3,0.0,0.0,683.0,2.0,0.2,99.71204
2025-10-02 01:10:32,23.3,23.38,61.07,66.66,0.3,0.0,0.0,681.0,2.0,0.2,86.51796
2025-10-02 01:10:33,23.27,23.38,61.08,66.63,0.3,0.0,0.0,676.0,2.0,0.2,82.63789
2025-10-02 01:10:34,23.28,23.38,61.1,66.6,0.3,0.0,0.0,693.0,2.0,0.2,99.71204
2025-10-02 01:10:35,23.26,23.37,61.09,66.54,0.3,0.0,0.0,690.0,2.0,0.2,81.35282
2025-10-02 01:10:36,23.28,23.38,61.11,66.58,0.3,0.0,0.0,681.0,2.0,0.2,99.71204
2025-10-02 01:10:37,23.24,23.38,61.14,66.58,0.3,0.0,0.0,676.0,2.0,0.2,90.43469
2025-10-02 01:10:38,23.27,23.38,61.13,66.59,0.2,0.0,0.0,694.0,2.0,0.2,86.51796
2025-10-02 01:10:40,23.26,23.37,61.17,66.6,0.2,0.0,0.0,686.0,2.0,0.2,89.12511
2025-10-02 01:10:41,23.26,23.37,61.14,66.58,0.2,0.0,0.0,683.0,2.0,0.2,76.25494
2025-10-02 01:10:42,23.26,23.37,61.19,66.66,0.2,0.0,0.0,670.0,2.0,0.2,105.0976
2025-10-02 01:10:43,23.26,23.37,61.14,66.64,0.2,0.0,0.0,677.0,2.0,0.2,82.63789
2025-10-02 01:10:44,23.28,23.37,61.13,66.65,0.2,0.0,0.0,678.0,2.0,0.2,85.22049
2025-10-02 01:10:45,23.26,23.37,61.13,66.69,0.2,0.0,0.0,665.0,2.0,0.2,82.63789
2025-10-02 01:10:46,23.26,23.33,61.14,66.67,0.2,0.0,0.0,656.0,2.0,0.2,94.38734
2025-10-02 01:10:47,23.28,23.34,61.15,66.68,0.2,0.0,0.0,655.0,2.0,0.2,83.92711
2025-10-02 01:10:48,23.26,23.34,61.12,66.7,0.2,0.0,0.0,638.0,2.0,0.2,95.71272
2025-10-02 01:10:49,23.28,23.36,61.1,66.7,0.2,0.0,0.0,619.0,2.0,0.2,85.22049
2025-10-02 01:10:50,23.28,23.34,61.11,66.69,0.2,0.0,0.0,636.0,2.0,0.2,103.7455
2025-10-02 01:10:51,23.27,23.34,61.1,66.75,0.2,0.0,0.0,624.0,2.0,0.2,77.52297
2025-10-02 01:10:52,23.27,23.34,61.11,66.75,0.2,0.0,0.0,628.0,2.0,0.2,94.38734
2025-10-02 01:10:53,23.28,23.34,61.11,66.73,0.2,0.0,0.0,629.0,2.0,0.2,82.63789
2025-10-02 01:10:54,23.27,23.33,61.12,66.73,0.2,0.0,0.0,637.0,2.0,0.2,82.63789
2025-10-02 01:10:55,23.27,23.33,61.13,66.73,0.2,0.0,0.0,642.0,2.0,0.2,91.74829
2025-10-02 01:10:56,23.26,23.33,61.13,66.74,0.2,0.0,0.0,643.0,2.0,0.2,87.81951
2025-10-02 01:10:57,23.24,23.31,61.16,66.76,0.2,0.0,0.0,629.0,2.0,0.2,89.12511
2025-10-02 01:10:59,23.26,23.34,61.14,66.75,0.2,0.0,0.0,630.0,2.0,0.2,80.07195
2025-10-02 01:11:00,23.27,23.31,61.19,66.76,0.2,0.0,0.0,625.0,2.0,0.2,85.22049
2025-10-02 01:11:01,23.27,23.3,61.16,66.74,0.2,0.0,0.0,613.0,2.0,0.2,82.63789
2025-10-02 01:11:02,23.26,23.33,61.19,66.74,0.2,0.0,0.0,596.0,2.0,0.2,91.74829
2025-10-02 01:11:03,23.28,23.31,61.18,66.73,0.2,0.0,0.0,583.0,2.0,0.2,76.25494
2025-10-02 01:11:04,23.27,23.31,61.19,66.79,0.2,0.0,0.0,573.0,2.0,0.2,82.63789
2025-10-02 01:11:05,23.27,23.28,61.17,66.75,0.2,0.0,0.0,569.0,2.0,0.4,94.38734
2025-10-02 01:11:06,23.27,23.3,61.19,66.78,0.3,0.0,0.0,588.0,2.0,0.4,86.51796
2025-10-02 01:11:07,23.26,23.3,61.18,66.75,0.3,0.0,0.0,608.0,2.0,0.4,94.38734
2025-10-02 01:11:08,23.27,23.28,61.18,66.74,0.3,0.0,0.0,620.0,2.0,0.4,94.38734
2025-10-02 01:11:09,23.27,23.28,61.2,66.74,0.3,0.0,0.0,616.0,2.0,0.4,98.37508
2025-10-02 01:11:10,23.27,23.28,61.2,66.74,0.3,0.0,0.0,619.0,2.0,0.2,76.25494
2025-10-02 01:11:11,23.27,23.3,61.21,66.73,0.3,0.0,0.0,631.0,2.0,0.2,82.63789
2025-10-02 01:11:12,23.26,23.28,61.21,66.75,0.3,0.0,0.0,642.0,2.0,0.4,89.12511
2025-10-02 01:11:13,23.27,23.26,61.21,66.73,0.3,0.0,0.0,643.0,2.0,0.4,71.22653
2025-10-02 01:11:14,23.27,23.27,61.21,66.73,0.3,0.0,0.0,657.0,2.0,0.4,82.63789
2025-10-02 01:11:15,23.26,23.28,61.21,66.72,0.3,0.0,0.0,665.0,2.0,0.4,82.63789
2025-10-02 01:11:16,23.24,23.28,61.17,66.72,0.3,0.0,0.0,652.0,2.0,0.4,83.92711
2025-10-02 01:11:17,23.24,23.27,61.17,66.75,0.2,0.0,0.0,662.0,2.0,0.4,90.43469
2025-10-02 01:11:19,23.26,23.31,61.16,66.75,0.3,0.0,0.0,656.0,2.0,0.4,80.07195
2025-10-02 01:11:20,23.23,23.28,61.16,66.72,0.3,0.0,0.0,674.0,2.0,0.4,82.63789
2025-10-02 01:11:21,23.26,23.3,61.17,66.72,0.3,0.0,0.0,671.0,2.0,0.4,81.35282
2025-10-02 01:11:22,23.26,23.28,61.17,66.76,0.3,0.0,0.0,656.0,2.0,0.4,74.99121
2025-10-02 01:11:23,23.26,23.27,61.21,66.75,0.3,0.0,0.0,657.0,2.0,0.4,81.35282
2025-10-02 01:11:24,23.24,23.28,61.18,66.72,0.3,0.0,0.0,652.0,2.0,0.4,89.12511
2025-10-02 01:11:25,23.26,23.31,61.2,66.72,0.3,0.0,0.0,646.0,2.0,0.4,82.63789
2025-10-02 01:11:26,23.26,23.28,61.2,66.73,0.3,0.0,0.0,649.0,2.0,0.4,80.07195
2025-10-02 01:11:27,23.24,23.3,61.21,66.74,0.3,0.0,0.0,665.0,2.0,0.4,82.63789
2025-10-02 01:11:28,23.24,23.34,61.21,66.76,0.3,0.0,0.0,656.0,2.0,0.4,76.25494
2025-10-02 01:11:29,23.24,23.31,61.21,66.75,0.3,0.0,0.0,668.0,2.0,0.4,85.22049
2025-10-02 01:11:30,23.24,23.3,61.19,66.74,0.3,0.0,0.0,661.0,2.0,0.4,71.22653
2025-10-02 01:11:31,23.23,23.33,61.19,66.73,0.3,0.0,0.0,663.0,2.0,0.4,81.35282
2025-10-02 01:11:32,23.23,23.3,61.24,66.66,0.3,0.0,0.0,663.0,2.0,0.4,85.22049
2025-10-02 01:11:33,23.24,23.33,61.2,66.67,0.3,0.0,0.0,651.0,2.0,0.4,90.43469
2025-10-02 01:11:34,23.2,23.31,61.29,66.64,0.3,0.0,0.0,661.0,2.0,0.4,85.22049
2025-10-02 01:11:35,23.23,23.3,61.3,66.67,0.3,0.0,0.0,657.0,2.0,0.4,97.04199
2025-10-02 01:11:36,23.24,23.36,61.29,66.68,0.3,0.0,0.0,663.0,2.0,0.4,77.52297
2025-10-02 01:11:37,23.26,23.33,61.32,66.71,0.3,0.0,0.0,666.0,2.0,0.4,82.63789
2025-10-02 01:11:39,23.24,23.33,61.34,66.73,0.3,0.0,0.0,667.0,2.0,0.4,86.51796
2025-10-02 01:11:40,23.26,23.33,61.38,66.76,0.3,0.0,0.0,684.0,2.0,0.4,82.63789
2025-10-02 01:11:41,23.26,23.34,61.45,66.72,0.3,0.0,0.0,671.0,2.0,0.4,83.92711
2025-10-02 01:11:42,23.23,23.33,61.46,66.68,0.2,0.0,0.0,653.0,2.0,0.4,82.63789
2025-10-02 01:11:43,23.24,23.33,61.52,66.73,0.2,0.0,0.0,656.0,2.0,0.4,98.37508
